candidate_id,ieee_case,selected_rows,selected_columns,row_set,column_set,support_cells,support_pattern,support_pattern_fingerprint,measurement_type_histogram,measurement_type_proportions,state_type_histogram,state_type_proportions,row_degree_profile,column_degree_profile,row_degree_histogram,column_degree_histogram,nonzeros,rank,condition_number,spectral_norm,frobenius_norm,max_absolute_entry,singular_values,descriptor_uses_selector_or_output_results,policy,variant,descriptor_data_scope
ieee30_branch_flow_heavy_v02,ieee30,"[97,98,103,115,138,139,144,156]","[4,5,8,15,34,35,38,45]","[97,98,103,115,138,139,144,156]","[4,5,8,15,34,35,38,45]","[[97,5],[97,35],[98,4],[98,5],[98,34],[98,35],[103,8],[103,38],[115,8],[115,15],[115,38],[115,45],[138,5],[138,35],[139,4],[139,5],[139,34],[139,35],[144,8],[144,38],[156,8],[156,15],[156,38],[156,45]]","[[0,1,0,0,0,1,0,0],[1,1,0,0,1,1,0,0],[0,0,1,0,0,0,1,0],[0,0,1,1,0,0,1,1],[0,1,0,0,0,1,0,0],[1,1,0,0,1,1,0,0],[0,0,1,0,0,0,1,0],[0,0,1,1,0,0,1,1]]",046446defa323be9ffc5472e5b5725ea5af560c90915d372a3971466e6d3fdd4,"{""p_branch_flow"":4,""q_branch_flow"":4}","{""p_branch_flow"":0.5,""q_branch_flow"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[2,4,2,4,2,4,2,4]","[2,4,4,2,2,4,4,2]","{""2"":4,""4"":4}","{""2"":4,""4"":4}",24,8,3.5425070111102475,904.0439615326669,1859.9277691402956,553.2675120706217,"[904.0439615326669,897.9171835150102,877.8687347255918,869.1731267128422,299.0509652161696,296.55047983280184,259.16203151538235,255.19891949326953]",False,branch_flow_heavy,2,matrix_structure_and_metadata_only
ieee30_branch_flow_heavy_v03,ieee30,"[41,71,105,107,112,146,148,153]","[10,11,16,17,40,41,46,47]","[41,71,105,107,112,146,148,153]","[10,11,16,17,40,41,46,47]","[[41,10],[41,11],[41,40],[41,41],[71,10],[71,11],[71,40],[71,41],[105,10],[105,11],[105,40],[105,41],[107,10],[107,40],[112,16],[112,17],[112,46],[112,47],[146,10],[146,11],[146,40],[146,41],[148,10],[148,40],[153,16],[153,17],[153,46],[153,47]]","[[1,1,0,0,1,1,0,0],[1,1,0,0,1,1,0,0],[1,1,0,0,1,1,0,0],[1,0,0,0,1,0,0,0],[0,0,1,1,0,0,1,1],[1,1,0,0,1,1,0,0],[1,0,0,0,1,0,0,0],[0,0,1,1,0,0,1,1]]",1f4337b4e5b20909a84e634dd3c9f87bf1e23841eb5223f4a4d8882f5640a16c,"{""p_branch_flow"":3,""p_injection"":1,""q_branch_flow"":3,""q_injection"":1}","{""p_branch_flow"":0.375,""p_injection"":0.125,""q_branch_flow"":0.375,""q_injection"":0.125}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[4,4,4,2,4,4,2,4]","[6,4,2,2,6,4,2,2]","{""2"":2,""4"":6}","{""2"":4,""4"":2,""6"":2}",28,6,5.2009961182907226e+17,1041.2784081154878,1658.601738252403,817.5490494629584,"[1041.2784081154878,1032.446739472431,486.4899305733134,483.8022783188064,255.47207224399273,254.45953770055826,3.8664988209866764e-14,2.00207495724434e-15]",False,branch_flow_heavy,3,matrix_structure_and_metadata_only
ieee30_injection_heavy_v00,ieee30,"[33,35,50,51,63,65,80,81]","[4,8,19,20,34,38,49,50]","[33,35,50,51,63,65,80,81]","[4,8,19,20,34,38,49,50]","[[33,4],[33,34],[35,4],[35,8],[35,34],[35,38],[50,8],[50,19],[50,20],[50,38],[50,49],[50,50],[51,8],[51,19],[51,20],[51,38],[51,49],[51,50],[63,4],[63,34],[65,4],[65,8],[65,34],[65,38],[80,8],[80,19],[80,20],[80,38],[80,49],[80,50],[81,8],[81,19],[81,20],[81,38],[81,49],[81,50]]","[[1,0,0,0,1,0,0,0],[1,1,0,0,1,1,0,0],[0,1,1,1,0,1,1,1],[0,1,1,1,0,1,1,1],[1,0,0,0,1,0,0,0],[1,1,0,0,1,1,0,0],[0,1,1,1,0,1,1,1],[0,1,1,1,0,1,1,1]]",cb9d42e67805685c2f192997eceed8a094efb728b536999fae5bce99378a1e06,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[2,4,6,6,2,4,6,6]","[4,6,4,4,4,6,4,4]","{""2"":2,""4"":2,""6"":4}","{""4"":6,""6"":2}",36,8,321.1313467523317,3369.4991853504657,6446.842186749316,2821.411469182049,"[3369.4991853504657,3358.2437570405214,3035.7084301043583,3000.7707423084335,599.5164945385172,592.1618057508316,10.575572618733254,10.492588840756014]",False,injection_heavy,0,matrix_structure_and_metadata_only
ieee30_injection_heavy_v01,ieee30,"[31,32,37,39,61,62,67,69]","[0,2,4,8,29,32,34,38]","[31,32,37,39,61,62,67,69]","[0,2,4,8,29,32,34,38]","[[31,0],[31,2],[31,4],[31,29],[31,32],[31,34],[32,2],[32,29],[32,32],[37,4],[37,34],[39,4],[39,8],[39,34],[39,38],[61,0],[61,2],[61,4],[61,29],[61,32],[61,34],[62,2],[62,29],[62,32],[67,4],[67,34],[69,4],[69,8],[69,34],[69,38]]","[[1,1,1,0,1,1,1,0],[0,1,0,0,1,1,0,0],[0,0,1,0,0,0,1,0],[0,0,1,1,0,0,1,1],[1,1,1,0,1,1,1,0],[0,1,0,0,1,1,0,0],[0,0,1,0,0,0,1,0],[0,0,1,1,0,0,1,1]]",16263b5e1871bb33d08f24c9af0c6fee60a9700c85944b6d6c64b66c38ac8d2a,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[6,3,2,4,6,3,2,4]","[2,4,6,2,4,4,6,2]","{""2"":2,""3"":2,""4"":2,""6"":2}","{""2"":3,""4"":3,""6"":2}",30,8,3.580509020072688,1539.286183504323,2968.442988053988,1462.7062047895095,"[1539.286183504323,1513.5692335477702,1114.3788151420863,911.1635237448637,812.2202665051439,808.4021164905446,762.4073983956815,429.90708161184125]",False,injection_heavy,1,matrix_structure_and_metadata_only
ieee30_injection_heavy_v02,ieee30,"[35,36,41,48,57,71,78,87]","[4,10,17,26,34,40,47,56]","[35,36,41,48,57,71,78,87]","[4,10,17,26,34,40,47,56]","[[35,4],[35,26],[35,34],[35,56],[36,4],[36,34],[41,10],[41,40],[48,17],[48,47],[57,4],[57,26],[57,34],[57,56],[71,10],[71,40],[78,17],[78,47],[87,4],[87,26],[87,34],[87,56]]","[[1,0,0,1,1,0,0,1],[1,0,0,0,1,0,0,0],[0,1,0,0,0,1,0,0],[0,0,1,0,0,0,1,0],[1,0,0,1,1,0,0,1],[0,1,0,0,0,1,0,0],[0,0,1,0,0,0,1,0],[1,0,0,1,1,0,0,1]]",2b6860aa73d5f3d4afc1ff741a86602af6d3976bb55340099ec64f31b8b83cba,"{""p_injection"":5,""q_injection"":3}","{""p_injection"":0.625,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[4,2,2,2,4,2,2,4]","[4,2,2,3,4,2,2,3]","{""2"":5,""4"":3}","{""2"":4,""3"":2,""4"":2}",22,8,79.19814946027442,3066.705088464202,3605.236953267108,2821.411469182049,"[3066.705088464202,931.3628365464222,846.7401496423969,838.6899597481093,665.6815125214034,664.1280279748962,647.7265050027162,38.72192859761771]",False,injection_heavy,2,matrix_structure_and_metadata_only
ieee30_injection_heavy_v03,ieee30,"[38,44,46,49,66,68,74,79]","[4,7,8,13,34,37,38,43]","[38,44,46,49,66,68,74,79]","[4,7,8,13,34,37,38,43]","[[38,4],[38,7],[38,8],[38,34],[38,37],[38,38],[44,13],[44,43],[46,8],[46,38],[49,8],[49,38],[66,4],[66,34],[68,4],[68,7],[68,8],[68,34],[68,37],[68,38],[74,13],[74,43],[79,8],[79,38]]","[[1,1,1,0,1,1,1,0],[0,0,0,1,0,0,0,1],[0,0,1,0,0,0,1,0],[0,0,1,0,0,0,1,0],[1,0,0,0,1,0,0,0],[1,1,1,0,1,1,1,0],[0,0,0,1,0,0,0,1],[0,0,1,0,0,0,1,0]]",3578185981c6ef8abea08917443cce9d758b791bb0eab3c6a8dddacee110c869,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[6,2,2,2,2,6,2,2]","[3,2,5,2,3,2,5,2]","{""2"":6,""6"":2}","{""2"":4,""3"":2,""5"":2}",24,7,1.981751397568484e+17,740.5989212363331,1453.2676535250055,623.30185136328,"[740.5989212363331,721.3295671492264,615.9737039952057,610.8115820370214,376.7480830665219,362.7324127075481,130.97882315429786,3.737092968093845e-15]",False,injection_heavy,3,matrix_structure_and_metadata_only
ieee30_lexicographic_metadata_v00,ieee30,"[105,106,107,108,114,115,116,117]","[8,10,11,12,13,14,15,38]","[105,106,107,108,114,115,116,117]","[8,10,11,12,13,14,15,38]","[[105,10],[105,11],[106,10],[106,12],[107,10],[107,13],[108,10],[108,14],[114,8],[114,38],[115,8],[115,15],[115,38],[116,8],[116,38],[117,8],[117,38]]","[[0,1,1,0,0,0,0,0],[0,1,0,1,0,0,0,0],[0,1,0,0,1,0,0,0],[0,1,0,0,0,1,0,0],[1,0,0,0,0,0,0,1],[1,0,0,0,0,0,1,1],[1,0,0,0,0,0,0,1],[1,0,0,0,0,0,0,1]]",7dfa3672755121b5231cfa477267fb68bc4d3ab9fb7dc7f70b1f1b6d47f56339,"{""p_branch_flow"":8}","{""p_branch_flow"":1.0}","{""angle"":7,""voltage"":1}","{""angle"":0.875,""voltage"":0.125}","[2,2,2,2,2,3,2,2]","[4,4,1,1,1,1,1,4]","{""2"":7,""3"":1}","{""1"":5,""4"":3}",17,7,1.3651553166632699e+17,1022.9488903959397,1333.8618984744396,602.7042711485724,"[1022.9488903959397,618.6738575957505,404.30214307703994,323.73900479582323,230.7610738455769,168.50291920598642,9.732248505074935,7.493278441725183e-15]",False,lexicographic_metadata,0,matrix_structure_and_metadata_only
ieee30_lexicographic_metadata_v01,ieee30,"[39,90,110,112,113,118,120,121]","[0,15,16,17,18,19,20,21]","[39,90,110,112,113,118,120,121]","[0,15,16,17,18,19,20,21]","[[39,15],[39,18],[39,19],[39,20],[90,0],[110,15],[112,16],[112,17],[113,17],[113,18],[118,19],[118,20],[120,20],[121,21]]","[[0,1,0,0,1,1,1,0],[1,0,0,0,0,0,0,0],[0,1,0,0,0,0,0,0],[0,0,1,1,0,0,0,0],[0,0,0,1,1,0,0,0],[0,0,0,0,0,1,1,0],[0,0,0,0,0,0,1,0],[0,0,0,0,0,0,0,1]]",4d1b74962d371deb7a6486e554cb901c4ff93a591072090aefaf4bb5ac28ece8,"{""p_branch_flow"":7,""p_injection"":1}","{""p_branch_flow"":0.875,""p_injection"":0.125}","{""angle"":8}","{""angle"":1.0}","[4,1,1,2,2,2,1,1]","[1,2,1,2,2,2,3,1]","{""1"":4,""2"":3,""4"":1}","{""1"":3,""2"":4,""3"":1}",14,8,131.86270093722823,2811.156111938051,3130.398693671415,1982.313000426722,"[2811.156111938051,893.7528272845776,751.4012239191445,585.5412663177253,364.3833794593849,187.58819883399113,148.73376953064187,21.31881185473571]",False,lexicographic_metadata,1,matrix_structure_and_metadata_only
ieee30_lexicographic_metadata_v02,ieee30,"[54,56,84,93,125,126,127,128]","[1,25,26,27,28,53,55,57]","[54,56,84,93,125,126,127,128]","[1,25,26,27,28,53,55,57]","[[54,25],[54,53],[54,55],[56,25],[56,26],[56,27],[56,28],[56,53],[56,55],[56,57],[84,25],[84,53],[84,55],[93,1],[125,25],[125,26],[125,55],[126,25],[126,27],[126,55],[126,57],[127,25],[127,28],[127,55],[128,27],[128,28],[128,57]]","[[0,1,0,0,0,1,1,0],[0,1,1,1,1,1,1,1],[0,1,0,0,0,1,1,0],[1,0,0,0,0,0,0,0],[0,1,1,0,0,0,1,0],[0,1,0,1,0,0,1,1],[0,1,0,0,1,0,1,0],[0,0,0,1,1,0,0,1]]",60ea453afc3bb9420d0c53180238162a50e828821e6cbe90ebd7a1b0e4dd9e32,"{""p_branch_flow"":5,""p_injection"":2,""q_injection"":1}","{""p_branch_flow"":0.625,""p_injection"":0.25,""q_injection"":0.125}","{""angle"":5,""voltage"":3}","{""angle"":0.625,""voltage"":0.375}","[3,7,3,1,3,4,3,3]","[1,6,2,3,3,3,6,3]","{""1"":1,""3"":5,""4"":1,""7"":1}","{""1"":1,""2"":1,""3"":4,""6"":2}",27,8,1717.8871745761307,1182.173444283722,1319.8926840743147,1182.173444283722,"[1182.173444283722,446.8011326656416,320.3107551788521,158.62721705323045,111.62087472977761,66.88588929011219,16.01260937980213,0.6881554631638773]",False,lexicographic_metadata,2,matrix_structure_and_metadata_only
ieee30_lexicographic_metadata_v03,ieee30,"[98,99,100,101,102,103,129,130]","[4,5,6,7,8,26,34,37]","[98,99,100,101,102,103,129,130]","[4,5,6,7,8,26,34,37]","[[98,4],[98,5],[98,34],[99,4],[99,6],[99,34],[100,4],[100,7],[100,34],[100,37],[101,4],[101,8],[101,34],[102,7],[102,37],[103,7],[103,8],[103,37],[129,6],[129,26],[130,4],[130,26],[130,34]]","[[1,1,0,0,0,0,1,0],[1,0,1,0,0,0,1,0],[1,0,0,1,0,0,1,1],[1,0,0,0,1,0,1,0],[0,0,0,1,0,0,0,1],[0,0,0,1,1,0,0,1],[0,0,1,0,0,1,0,0],[1,0,0,0,0,1,1,0]]",e532ef88d0b0fc58fbba2823cc1510793e1e4f90ae805d927fa7e469e953bcc0,"{""p_branch_flow"":8}","{""p_branch_flow"":1.0}","{""angle"":6,""voltage"":2}","{""angle"":0.75,""voltage"":0.25}","[3,3,4,3,2,3,2,3]","[5,1,2,3,2,2,5,3]","{""2"":2,""3"":5,""4"":1}","{""1"":1,""2"":3,""3"":2,""5"":2}",23,8,2082.6260577663766,1890.2361247773265,2321.642652284164,1174.8510601571866,"[1890.2361247773265,943.6617863606555,697.1573936631545,607.1457051696525,253.1829394455036,86.5583057088688,16.891616829521332,0.9076214703683344]",False,lexicographic_metadata,3,matrix_structure_and_metadata_only
ieee30_measurement_balanced_v00,ieee30,"[35,50,51,65,69,80,118,159]","[4,8,19,20,34,38,49,50]","[35,50,51,65,69,80,118,159]","[4,8,19,20,34,38,49,50]","[[35,4],[35,8],[35,34],[35,38],[50,8],[50,19],[50,20],[50,38],[50,49],[50,50],[51,8],[51,19],[51,20],[51,38],[51,49],[51,50],[65,4],[65,8],[65,34],[65,38],[69,4],[69,8],[69,19],[69,20],[69,34],[69,38],[69,49],[69,50],[80,8],[80,19],[80,20],[80,38],[80,49],[80,50],[118,19],[118,20],[118,49],[118,50],[159,19],[159,20],[159,49],[159,50]]","[[1,1,0,0,1,1,0,0],[0,1,1,1,0,1,1,1],[0,1,1,1,0,1,1,1],[1,1,0,0,1,1,0,0],[1,1,1,1,1,1,1,1],[0,1,1,1,0,1,1,1],[0,0,1,1,0,0,1,1],[0,0,1,1,0,0,1,1]]",4a4206bcc9947e84d2d7eb54e7911a2db5501d2aeb6bc0c253978e6ee5572443,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""p_branch_flow"":0.125,""p_injection"":0.375,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[4,6,6,4,8,6,4,4]","[3,6,6,6,3,6,6,6]","{""4"":4,""6"":3,""8"":1}","{""3"":2,""6"":6}",42,8,94.2676459497474,4601.694323487311,7563.675267930609,2821.411469182049,"[4601.694323487311,4010.61770829664,2925.5633611141625,2890.525365070811,1625.7748251364771,608.8841608214168,134.95931362201537,48.81520353165922]",False,measurement_balanced,0,matrix_structure_and_metadata_only
ieee30_measurement_balanced_v01,ieee30,"[50,51,69,80,81,93,118,137]","[2,8,19,20,32,38,49,50]","[50,51,69,80,81,93,118,137]","[2,8,19,20,32,38,49,50]","[[50,8],[50,19],[50,20],[50,38],[50,49],[50,50],[51,8],[51,19],[51,20],[51,38],[51,49],[51,50],[69,8],[69,19],[69,20],[69,38],[69,49],[69,50],[80,8],[80,19],[80,20],[80,38],[80,49],[80,50],[81,8],[81,19],[81,20],[81,38],[81,49],[81,50],[93,2],[93,32],[118,19],[118,20],[118,49],[118,50],[137,2],[137,32]]","[[0,1,1,1,0,1,1,1],[0,1,1,1,0,1,1,1],[0,1,1,1,0,1,1,1],[0,1,1,1,0,1,1,1],[0,1,1,1,0,1,1,1],[1,0,0,0,1,0,0,0],[0,0,1,1,0,0,1,1],[1,0,0,0,1,0,0,0]]",9032332ba6b9490404b85104f4a7605ae7a204a3c8facd3f644700e31a5f2aea,"{""p_branch_flow"":2,""p_injection"":2,""q_branch_flow"":1,""q_injection"":3}","{""p_branch_flow"":0.25,""p_injection"":0.25,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[6,6,6,6,6,2,4,2]","[2,5,6,6,2,5,6,6]","{""2"":2,""4"":1,""6"":5}","{""2"":2,""5"":2,""6"":4}",38,8,90.17727976505834,4601.473791511269,6228.412872595263,1982.313000426722,"[4601.473791511269,3376.027226520176,1673.2085991387123,1235.5495903931017,1210.7748419809107,610.3810923802858,233.77696360066415,51.026974904317704]",False,measurement_balanced,1,matrix_structure_and_metadata_only
ieee30_measurement_balanced_v02,ieee30,"[2,33,51,63,81,96,137,140]","[2,4,20,31,32,34,49,50]","[2,33,51,63,81,96,137,140]","[2,4,20,31,32,34,49,50]","[[2,31],[33,2],[33,4],[33,31],[33,32],[33,34],[51,20],[51,49],[51,50],[63,2],[63,4],[63,31],[63,32],[63,34],[81,20],[81,49],[81,50],[96,2],[96,4],[96,32],[96,34],[137,2],[137,4],[137,32],[137,34],[140,4],[140,34]]","[[0,0,0,1,0,0,0,0],[1,1,0,1,1,1,0,0],[0,0,1,0,0,0,1,1],[1,1,0,1,1,1,0,0],[0,0,1,0,0,0,1,1],[1,1,0,0,1,1,0,0],[1,1,0,0,1,1,0,0],[0,1,0,0,0,1,0,0]]",da5da05564bcacf592c9a3831f3529d6661bfbd4f01774467aab82cd34512b89,"{""p_branch_flow"":1,""p_injection"":2,""q_branch_flow"":2,""q_injection"":2,""voltage_magnitude"":1}","{""p_branch_flow"":0.125,""p_injection"":0.25,""q_branch_flow"":0.25,""q_injection"":0.25,""voltage_magnitude"":0.125}","{""angle"":3,""voltage"":5}","{""angle"":0.375,""voltage"":0.625}","[1,5,3,5,3,4,4,2]","[4,5,2,3,4,5,2,2]","{""1"":1,""2"":1,""3"":2,""4"":2,""5"":2}","{""2"":3,""3"":1,""4"":2,""5"":2}",27,7,3.6028509851534336e+16,2833.8888118887094,5077.418787008842,1896.9953261008043,"[2833.8888118887094,2660.2221338440017,2345.8194482404074,1831.98228101939,1186.9485219941835,536.7430678171444,341.3298444363406,7.865684213881034e-14]",False,measurement_balanced,2,matrix_structure_and_metadata_only
ieee30_measurement_balanced_v03,ieee30,"[3,33,63,93,96,99,134,140]","[1,2,4,6,31,32,34,36]","[3,33,63,93,96,99,134,140]","[1,2,4,6,31,32,34,36]","[[3,32],[33,1],[33,2],[33,4],[33,31],[33,32],[33,34],[63,1],[63,2],[63,4],[63,31],[63,32],[63,34],[93,1],[93,2],[93,31],[93,32],[96,2],[96,4],[96,32],[96,34],[99,4],[99,6],[99,34],[99,36],[134,1],[134,2],[134,31],[134,32],[140,4],[140,6],[140,34],[140,36]]","[[0,0,0,0,0,1,0,0],[1,1,1,0,1,1,1,0],[1,1,1,0,1,1,1,0],[1,1,0,0,1,1,0,0],[0,1,1,0,0,1,1,0],[0,0,1,1,0,0,1,1],[1,1,0,0,1,1,0,0],[0,0,1,1,0,0,1,1]]",37bfe27aec44c9840cdd4979e33c6b556e47e37d27fbde01976f103921cfc104,"{""p_branch_flow"":3,""p_injection"":1,""q_branch_flow"":2,""q_injection"":1,""voltage_magnitude"":1}","{""p_branch_flow"":0.375,""p_injection"":0.125,""q_branch_flow"":0.25,""q_injection"":0.125,""voltage_magnitude"":0.125}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[1,6,6,4,4,4,4,4]","[4,5,5,2,4,6,5,2]","{""1"":1,""4"":5,""6"":2}","{""2"":2,""4"":2,""5"":3,""6"":1}",33,8,77.84442059541043,3121.570489328377,4982.899163552272,1896.9953261008043,"[3121.570489328377,2770.2573880498617,1797.123787695673,1708.0770665441944,941.417620303696,603.6737087078852,106.19549320682516,40.100118485722525]",False,measurement_balanced,3,matrix_structure_and_metadata_only
ieee30_mixed_state_v00,ieee30,"[35,39,50,65,69,80,118,159]","[2,4,19,20,32,34,49,50]","[35,39,50,65,69,80,118,159]","[2,4,19,20,32,34,49,50]","[[35,2],[35,4],[35,32],[35,34],[39,4],[39,19],[39,20],[39,34],[39,49],[39,50],[50,19],[50,20],[50,49],[50,50],[65,2],[65,4],[65,32],[65,34],[69,4],[69,19],[69,20],[69,34],[69,49],[69,50],[80,19],[80,20],[80,49],[80,50],[118,19],[118,20],[118,49],[118,50],[159,19],[159,20],[159,49],[159,50]]","[[1,1,0,0,1,1,0,0],[0,1,1,1,0,1,1,1],[0,0,1,1,0,0,1,1],[1,1,0,0,1,1,0,0],[0,1,1,1,0,1,1,1],[0,0,1,1,0,0,1,1],[0,0,1,1,0,0,1,1],[0,0,1,1,0,0,1,1]]",90ff288499bb5dbfc56ac45f62e34907fa53afff4aea8b92d70b085c251046b1,"{""p_branch_flow"":1,""p_injection"":3,""q_branch_flow"":1,""q_injection"":3}","{""p_branch_flow"":0.125,""p_injection"":0.375,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[4,6,4,4,6,4,4,4]","[2,4,6,6,2,4,6,6]","{""4"":6,""6"":2}","{""2"":2,""4"":2,""6"":4}",36,8,522.3692672634073,3999.063898139235,7099.926814705192,2821.411469182049,"[3999.063898139235,3961.2661553466205,3035.346132800067,2999.5320934377305,508.55810172765706,505.5192377006532,7.783487337187323,7.655626294957139]",False,mixed_state,0,matrix_structure_and_metadata_only
ieee30_mixed_state_v01,ieee30,"[35,39,50,51,65,69,80,81]","[2,8,20,32,36,38,49,50]","[35,39,50,51,65,69,80,81]","[2,8,20,32,36,38,49,50]","[[35,2],[35,8],[35,32],[35,36],[35,38],[39,8],[39,20],[39,38],[39,49],[39,50],[50,8],[50,20],[50,38],[50,49],[50,50],[51,8],[51,20],[51,38],[51,49],[51,50],[65,2],[65,8],[65,32],[65,36],[65,38],[69,8],[69,20],[69,38],[69,49],[69,50],[80,8],[80,20],[80,38],[80,49],[80,50],[81,8],[81,20],[81,38],[81,49],[81,50]]","[[1,1,0,1,1,1,0,0],[0,1,1,0,0,1,1,1],[0,1,1,0,0,1,1,1],[0,1,1,0,0,1,1,1],[1,1,0,1,1,1,0,0],[0,1,1,0,0,1,1,1],[0,1,1,0,0,1,1,1],[0,1,1,0,0,1,1,1]]",9bb7e5739a6aa4282eca647cd10ba64e046672f3a183c33074636d4704014524,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":3,""voltage"":5}","{""angle"":0.375,""voltage"":0.625}","[5,5,5,5,5,5,5,5]","[2,8,6,2,2,8,6,6]","{""5"":8}","{""2"":3,""6"":3,""8"":2}",40,7,1.601485147002257e+16,3380.696143348461,4935.984958243215,1741.1825957116585,"[3380.696143348461,2363.480696625326,1669.0412222571726,1597.9551812216296,1139.6278733091497,809.9641724552588,234.19453016784647,2.1109756463721338e-13]",False,mixed_state,1,matrix_structure_and_metadata_only
ieee30_mixed_state_v02,ieee30,"[30,33,35,39,60,63,65,69]","[0,1,6,8,30,31,36,38]","[30,33,35,39,60,63,65,69]","[0,1,6,8,30,31,36,38]","[[30,0],[30,1],[30,30],[30,31],[33,0],[33,1],[33,30],[33,31],[35,0],[35,6],[35,8],[35,30],[35,36],[35,38],[39,8],[39,38],[60,0],[60,1],[60,30],[60,31],[63,0],[63,1],[63,30],[63,31],[65,0],[65,6],[65,8],[65,30],[65,36],[65,38],[69,8],[69,38]]","[[1,1,0,0,1,1,0,0],[1,1,0,0,1,1,0,0],[1,0,1,1,1,0,1,1],[0,0,0,1,0,0,0,1],[1,1,0,0,1,1,0,0],[1,1,0,0,1,1,0,0],[1,0,1,1,1,0,1,1],[0,0,0,1,0,0,0,1]]",7bf414710a544a98be263cd3a254c8fe297300b391342def760312d4ecfedf31,"{""p_injection"":4,""q_injection"":4}","{""p_injection"":0.5,""q_injection"":0.5}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[4,4,6,2,4,4,6,2]","[6,4,2,4,6,4,2,4]","{""2"":2,""4"":4,""6"":2}","{""2"":2,""4"":4,""6"":2}",32,8,3.570072299905,1539.2654865433813,2832.5142017326516,1462.7062047895095,"[1539.2654865433813,1513.5380330390574,915.6395318390199,914.1362855921179,811.5876408678382,811.3457403333052,431.4006202443447,431.15807110806725]",False,mixed_state,2,matrix_structure_and_metadata_only
ieee30_mixed_state_v03,ieee30,"[30,31,35,37,60,61,65,131]","[0,4,6,26,29,30,31,56]","[30,31,35,37,60,61,65,131]","[0,4,6,26,29,30,31,56]","[[30,0],[30,29],[30,30],[30,31],[31,0],[31,4],[31,29],[31,30],[35,0],[35,4],[35,6],[35,26],[35,30],[35,56],[37,4],[37,6],[37,26],[37,56],[60,0],[60,29],[60,30],[60,31],[61,0],[61,4],[61,29],[61,30],[65,0],[65,4],[65,6],[65,26],[65,30],[65,56],[131,0],[131,29],[131,30]]","[[1,0,0,0,1,1,1,0],[1,1,0,0,1,1,0,0],[1,1,1,1,0,1,0,1],[0,1,1,1,0,0,0,1],[1,0,0,0,1,1,1,0],[1,1,0,0,1,1,0,0],[1,1,1,1,0,1,0,1],[1,0,0,0,1,1,0,0]]",0255c4d32ca569b4eab719a73470b09a6af7f0cfc0c19de44bee6d7a9584e3dd,"{""p_injection"":4,""q_branch_flow"":1,""q_injection"":3}","{""p_injection"":0.5,""q_branch_flow"":0.125,""q_injection"":0.375}","{""angle"":4,""voltage"":4}","{""angle"":0.5,""voltage"":0.5}","[4,4,6,4,4,4,6,3]","[7,5,3,3,5,7,2,3]","{""3"":1,""4"":5,""6"":2}","{""2"":1,""3"":3,""5"":2,""7"":2}",35,8,154.5322904934994,3239.8452631898253,4007.1189140890597,2821.411469182049,"[3239.8452631898253,1792.7622462568165,1180.2603242348607,725.9917897877617,543.3816651450236,346.49437381488804,102.80146856468089,20.965490467030342]",False,mixed_state,3,matrix_structure_and_metadata_only
